StrongsId,ReferenceCount,PartOfSpeech
H1116,101,feminine noun
H1117,1,proper locative noun
H1118,1,proper masculine noun
H1119,8,preposition
H1120,4,proper locative noun
H1121,4932,masculine noun
H1122,1,proper masculine noun
H1123,11,masculine noun
H1124,21,verb
H1125,1,proper masculine noun
H1126,1,proper masculine noun
H1127,1,proper masculine noun
H1128,1,proper masculine noun
H1129,375,verb
H1130,25,proper masculine noun
H1131,7,proper masculine noun
H1132,1,proper masculine noun
H1133,1,proper masculine noun
H1134,1,proper masculine noun
H1135,1,proper masculine noun
H1136,1,proper masculine noun
H1137,14,proper masculine noun
H1138,3,proper masculine noun
H1139,1,proper locative noun
H1140,1,feminine noun
H1141,42,proper masculine noun
H1142,2,proper locative noun
H1143,2,substantive
H1144,167,proper masculine noun
H1145,9,adjective
H1146,7,masculine noun
H1147,1,masculine noun
H1148,1,proper masculine noun
H1149,1,verb
H1150,2,proper masculine noun
H1151,1,proper masculine noun
H1152,1,proper masculine noun
H1153,2,proper masculine noun
H1154,1,collective masculine noun
H1155,4,collective masculine noun
H1156,12,verb
H1157,102,preposition
H1158,5,verb
H1159,2,feminine noun
H1160,10,proper masculine noun
H1161,2,masculine plural noun
H1162,24,proper masculine noun
H1163,2,verb
H1164,1,masculine noun
H1165,6,collective masculine noun
H1166,15,verb
H1167,84,masculine noun
H1168,80,proper locative noun, proper masculine noun
H1169,3,masculine noun
H1170,2,proper masculine noun
H1171,3,proper locative noun
H1172,4,feminine noun
H1173,5,proper locative noun
H1174,1,proper locative noun
H1175,2,proper locative noun
H1176,4,proper masculine noun
H1177,5,proper masculine noun
H1178,1,proper locative noun
H1179,2,proper locative noun
H1180,1,masculine noun
H1181,0,masculine noun
H1182,1,proper masculine noun
H1183,1,proper masculine noun
H1184,1,proper locative noun
H1185,1,proper masculine noun
H1186,3,proper locative noun
H1187,6,proper masculine noun
H1188,4,proper locative noun
H1189,3,proper locative noun
H1190,1,proper locative noun
H1191,3,proper locative noun
H1192,1,proper locative noun
H1193,1,proper locative noun
H1194,1,proper locative noun
H1195,3,proper masculine noun
H1196,9,proper masculine noun
H1197,95,denominative verb
H1198,4,masculine noun
H1199,1,proper feminine noun
H1200,1,feminine noun
H1201,28,proper masculine noun
H1202,1,proper masculine noun
H1203,1,proper locative noun
H1204,16,verb
H1205,2,feminine noun
H1206,1,masculine noun
H1207,3,feminine noun
H1208,0,masculine noun
H1209,3,proper masculine noun
H1210,7,masculine noun
H1211,1,masculine noun
H1212,9,proper masculine noun
H1213,2,proper masculine noun
H1214,17,verb
H1215,22,masculine noun
H1216,2,verb
H1217,5,masculine noun
H1218,2,proper locative noun
H1219,38,verb
H1220,2,masculine noun
H1221,5,proper locative noun, proper masculine noun
H1222,1,masculine noun
H1223,1,feminine noun
H1224,8,proper locative noun
H1225,1,masculine noun
H1226,2,feminine noun
H1227,2,proper masculine noun
H1228,3,masculine noun
H1229,3,proper masculine noun
H1230,1,proper masculine noun
H1231,5,proper masculine noun
H1232,2,proper masculine noun
H1233,2,masculine noun
H1234,51,verb
H1235,2,masculine noun
H1236,1,feminine noun
H1237,20,feminine noun
H1238,9,verb
H1239,7,verb
H1240,5,verb
H1241,183,masculine noun
H1242,214,masculine noun
H1243,1,feminine noun
H1244,1,feminine noun
H1245,225,verb
H1246,8,masculine noun
H1247,8,masculine noun
H1248,4,masculine noun
H1249,7,adjective, adverb
H1250,14,masculine noun
H1251,8,masculine noun
H1252,6,masculine noun
H1253,1,masculine noun
H1254,55,verb
H1255,1,proper masculine noun
H1256,1,proper masculine noun
H1257,1,masculine plural noun
H1258,1,denominative verb
H1259,29,masculine noun
H1260,2,proper locative noun, proper masculine noun
H1261,4,adjective
H1262,6,verb
H1263,26,proper masculine noun
H1264,1,masculine noun
H1265,20,masculine noun
H1266,1,masculine plural noun
H1267,1,feminine noun
H1268,2,proper locative noun
H1269,1,proper feminine noun
H1270,76,masculine noun
H1271,12,proper masculine noun
H1272,65,verb
H1273,1,adjective
H1274,0,substantival adjective
H1275,1,proper masculine noun
H1276,1,adjective
H1277,14,adjective
H1278,1,feminine noun
H1279,3,feminine noun
H1280,41,masculine noun
H1281,3,adjective, substantive
H1282,1,proper masculine noun
H1283,11,proper masculine noun
H1284,1,adjective
H1285,284,feminine noun
H1286,1,proper masculine noun
H1287,2,feminine noun
H1288,330,verb
H1289,5,verb
H1290,25,feminine noun
H1291,1,feminine noun
H1292,2,proper masculine noun
H1293,69,feminine noun
H1294,3,proper locative noun, proper masculine noun
H1295,17,feminine noun
H1296,11,proper masculine noun
H1297,5,adverb
H1298,1,proper masculine noun
H1299,1,verb
H1300,21,masculine noun
H1301,13,proper masculine noun
H1302,2,proper masculine noun
H1303,2,masculine plural noun
H1304,3,feminine noun
H1305,18,verb
H1306,1,proper masculine noun
H1307,1,adjective
H1308,3,proper noun
H1309,6,feminine noun
H1310,28,verb
H1311,2,adjective
H1312,1,proper masculine noun
H1313,0,masculine noun
H1314,30,masculine noun
H1315,7,proper feminine noun
H1316,60,proper locative noun
H1317,1,masculine noun
H1318,1,verb
H1319,24,verb
H1320,270,masculine noun
H1321,3,feminine noun
H1322,31,feminine noun
H1323,589,feminine noun, proper feminine noun
H1324,13,masculine/feminine noun
H1325,2,masculine noun
H1326,1,feminine noun
H1327,1,feminine noun
H1328,10,proper locative noun, proper masculine noun
H1329,1,proper locative noun
H1330,50,feminine noun
H1331,10,feminine noun
H1332,1,proper feminine noun
H1333,1,verb
H1334,2,verb
H1335,4,masculine noun
H1336,0,proper masculine noun
H1337,1,proper locative noun
H1338,1,proper locative noun
H1339,11,proper feminine noun
H1340,1,proper feminine noun
H1341,1,adjective
H1342,7,verb
H1343,8,adjective
H1344,1,feminine noun
H1345,1,proper masculine noun
H1346,19,feminine noun
H1347,49,masculine noun
H1348,8,feminine noun
H1349,1,adjective
H1350,104,verb
H1351,11,verb
H1352,1,masculine noun
H1353,14,feminine noun
H1354,13,masculine/feminine noun
H1355,1,masculine noun
H1356,4,masculine noun
H1357,1,masculine noun
H1358,10,masculine noun
H1359,2,proper locative noun
H1360,2,masculine noun
H1361,34,verb
H1362,4,adjective
H1363,17,masculine noun
H1364,37,adjective, masculine noun
H1365,2,masculine noun
H1366,241,masculine noun
H1367,10,feminine noun
H1368,159,adjective, masculine noun
H1369,61,feminine noun
H1370,2,feminine noun
H1371,1,adjective
H1372,4,feminine noun
H1373,1,proper masculine noun
H1374,1,proper locative noun
H1375,14,masculine noun
H1376,2,masculine noun
H1377,6,feminine noun
H1378,1,masculine noun
H1379,5,denominative verb
H1380,1,proper locative noun
H1381,1,proper locative noun
H1382,2,adjective
H1383,2,feminine noun
H1384,1,adjective
H1385,1,feminine noun
H1386,2,masculine noun
H1387,18,proper locative noun
H1388,1,proper masculine noun
H1389,71,feminine noun
H1390,43,proper locative noun
H1391,37,proper locative noun
H1392,1,masculine noun
H1393,8,adjective
H1394,1,proper locative noun
H1395,1,adjective
H1396,25,verb
H1397,65,masculine noun
H1398,1,proper masculine noun
H1399,1,masculine noun
H1400,21,masculine noun
H1401,1,masculine noun
H1402,1,proper noun
H1403,2,proper masculine noun
H1404,9,feminine noun
H1405,6,proper locative noun
H1406,30,masculine noun
H1407,2,masculine noun
H1408,0,proper masculine noun
H1409,2,masculine noun
H1410,73,proper masculine noun
H1411,2,masculine noun
H1412,2,proper locative noun
H1413,8,verb
H1414,2,verb
H1415,4,feminine noun
H1416,33,masculine noun
H1417,2,masculine/feminine noun
H1418,0,masculine/feminine noun
H1419,528,adjective, proper masculine noun, substantive
H1420,12,feminine noun
H1421,3,masculine plural noun
H1422,1,feminine noun
H1423,16,masculine noun
H1424,2,proper masculine noun
H1425,15,adjective
H1426,1,proper masculine noun
H1427,1,proper masculine noun
H1428,0,feminine noun
H1429,1,feminine noun
H1430,4,masculine noun
H1431,115,verb
H1432,3,adjective, participle
H1433,13,masculine noun
H1434,2,masculine noun
H1435,4,proper masculine noun
H1436,32,proper masculine noun
H1437,2,proper masculine noun
H1438,22,verb
H1439,39,proper masculine noun
H1440,1,proper locative noun
H1441,5,proper masculine noun
H1442,7,verb
H1443,10,verb
H1444,2,masculine noun
H1445,1,proper locative noun
H1446,7,proper locative noun, proper masculine noun
H1447,11,masculine noun
H1448,10,feminine noun
H1449,2,proper locative noun
H1450,2,proper locative noun
H1451,1,adjective
H1452,1,adjective
H1453,1,proper locative noun
H1454,1,demonstrative pronoun
H1455,1,verb
H1456,1,feminine noun
H1457,3,verb
H1458,3,masculine noun
H1459,13,masculine noun
H1460,7,masculine noun
H1461,1,verb
H1462,3,collective masculine noun
H1463,10,proper masculine noun
H1464,3,verb
H1465,1,adverb, feminine noun
H1466,3,feminine noun
H1467,1,feminine noun
H1468,2,verb
H1469,2,masculine noun
H1470,5,proper locative noun
H1471,561,masculine noun, proper masculine noun
H1472,13,feminine noun
H1473,44,feminine noun
H1474,4,proper locative noun
H1475,1,masculine noun
H1476,4,proper masculine noun
H1477,1,adjective
H1478,24,verb
H1479,1,verb
H1480,2,feminine noun
H1481,98,verb
H1482,7,masculine noun
H1483,1,proper locative noun
H1484,2,masculine noun
H1485,1,proper locative noun
H1486,77,masculine noun
H1487,1,masculine noun
H1488,4,masculine noun
H1489,1,masculine noun
H1490,1,masculine noun
H1491,1,verb
H1492,7,feminine noun
H1493,1,adjective
H1494,15,verb
H1495,2,proper masculine noun
H1496,11,feminine noun
H1497,31,verb
H1498,4,masculine noun
H1499,2,masculine noun
H1500,5,feminine noun
H1501,3,collective masculine noun
H1502,2,proper masculine noun
H1503,3,masculine noun
H1504,13,verb
H1505,6,verb
H1506,2,masculine plural noun
H1507,15,proper locative noun
H1508,8,feminine noun
H1509,1,feminine noun
H1510,2,feminine noun
H1511,1,adjective
H1512,2,masculine noun
H1513,18,feminine noun
H1514,1,proper masculine noun
H1515,2,proper masculine noun
H1516,60,masculine/feminine noun
H1517,7,masculine noun
H1518,6,verb
H1519,1,verb
H1520,1,proper locative noun
H1521,6,proper masculine noun
H1522,12,proper masculine noun
H1523,45,verb
H1524,9,masculine noun
H1525,2,feminine noun
H1526,2,adjective
H1527,2,proper masculine noun
H1528,1,masculine noun
H1529,1,proper masculine noun
H1530,34,masculine noun
H1531,0,masculine noun
H1532,1,masculine noun
H1533,8,proper locative noun
H1534,11,masculine noun
H1535,1,masculine noun
H1536,1,masculine noun
H1537,41,proper locative noun
H1538,12,feminine noun
H1539,1,masculine noun
H1540,185,verb
H1541,9,verb
H1542,2,proper locative noun
H1543,15,feminine noun
H1544,48,masculine plural noun
H1545,1,masculine noun
H1546,15,feminine noun
H1547,4,feminine noun
H1548,23,verb
H1549,2,masculine noun
H1550,4,adjective, masculine noun
H1551,6,masculine noun, proper locative noun
H1552,5,feminine noun, proper locative noun
H1553,1,proper locative noun
H1554,2,proper locative noun
H1555,6,proper masculine noun
H1556,18,verb
H1557,1,masculine noun
H1558,10,masculine noun construction (with preposition)
H1559,3,proper masculine noun
H1560,2,adjective
H1561,4,masculine noun
H1562,1,proper masculine noun
H1563,1,verb
H1564,1,masculine noun
H1565,4,adjective
H1566,3,verb
H1567,2,proper locative noun
H1568,134,proper locative noun, proper masculine noun
H1569,11,adjective
H1570,2,verb
H1571,768,adverb
H1572,2,verb
H1573,4,masculine noun
H1574,1,masculine noun
H1575,1,masculine plural noun
H1576,19,masculine noun
H1577,1,proper masculine noun
H1578,3,feminine noun
H1579,1,proper locative noun
H1580,37,verb
H1581,54,masculine/feminine noun
H1582,1,proper masculine noun
H1583,5,proper masculine noun
H1584,5,verb
H1585,1,verb
H1586,6,proper feminine noun, proper masculine noun
H1587,5,proper masculine noun
H1588,42,masculine/feminine noun, proper locative noun
H1589,40,verb
H1590,16,masculine noun
H1591,2,feminine noun
H1592,2,proper masculine noun
H1593,12,feminine noun
H1594,4,feminine noun
H1595,3,masculine noun
H1596,3,masculine noun
H1597,1,masculine noun
H1598,8,verb
H1599,3,proper masculine noun
H1600,2,verb
H1601,1,proper locative noun
H1602,10,verb
H1603,9,proper masculine noun
H1604,1,masculine noun
H1605,14,verb
H1606,15,feminine noun
H1607,9,verb
H1608,4,proper locative noun
H1609,3,proper masculine noun
H1610,4,masculine noun
H1611,3,feminine noun
H1612,55,masculine noun
H1613,1,masculine noun
H1614,7,feminine noun
H1615,1,masculine noun
H1616,92,masculine noun
H1617,9,proper masculine noun
H1618,3,masculine noun
H1619,3,proper locative noun, proper masculine noun
H1620,1,masculine noun
H1621,4,feminine noun
H1622,7,adjective
H1623,1,verb
H1624,14,verb
H1625,11,feminine noun
H1626,5,feminine noun
H1627,7,masculine noun
H1628,1,feminine noun
H1629,1,verb
H1630,4,proper locative noun
H1631,4,masculine noun
H1632,2,adjective
H1633,3,verb
H1634,5,masculine noun
H1635,1,masculine noun
H1636,1,adjective
H1637,37,masculine noun
H1638,2,verb
H1639,22,verb
H1640,1,verb
H1641,5,verb
H1642,10,proper locative noun
H1643,2,masculine noun
H1644,47,verb
H1645,1,masculine noun
H1646,1,feminine noun
H1647,14,proper masculine noun
H1648,17,proper masculine noun
H1649,13,adjective
H1650,9,proper masculine noun
H1651,6,adjective
H1652,1,verb
H1653,35,masculine noun
H1654,4,proper masculine noun
H1655,5,masculine noun
H1656,1,masculine noun, verb
H1657,15,proper locative noun
H1658,1,proper masculine noun
H1659,2,verb
H1660,5,feminine noun
H1661,33,proper locative noun
H1662,2,proper locative noun
H1663,10,adjective
H1664,2,proper locative noun
H1665,3,feminine noun
H1666,2,proper masculine noun
H1667,4,proper locative noun
H1668,6,demonstrative pronoun
H1669,3,verb
H1670,1,feminine noun
H1671,1,masculine noun
H1672,7,verb
H1673,6,proper masculine noun
H1674,6,feminine noun
H1675,4,verb
H1676,1,feminine noun
H1677,12,masculine/feminine noun
H1678,1,masculine noun
H1679,1,masculine noun
H1680,1,verb
H1681,9,feminine noun
H1682,4,feminine noun
H1683,10,proper feminine noun
H1684,1,verb
H1685,1,masculine noun
H1686,0,masculine noun
H1687,16,masculine noun
H1688,14,proper locative noun, proper masculine noun
H1689,1,proper locative noun
H1690,6,feminine noun
H1691,1,proper masculine noun
H1692,54,verb
H1693,1,verb
H1694,3,masculine noun
H1695,3,adjective
H1696,1144,verb
H1697,1441,masculine noun
H1698,49,masculine noun
H1699,3,masculine noun
H1700,5,masculine noun
H1701,2,feminine noun
H1702,1,feminine noun
H1703,1,feminine noun
H1704,1,proper masculine noun
H1705,3,proper locative noun
H1706,54,masculine noun
H1707,1,feminine noun
H1708,1,proper locative noun
H1709,19,masculine noun
H1710,15,feminine noun
H1711,1,verb
H1712,13,proper masculine noun
H1713,4,verb
H1714,14,masculine noun
H1715,40,masculine noun
H1716,2,verb
H1717,4,masculine noun
H1718,2,verb
H1719,11,proper locative noun, proper masculine noun
H1720,1,adjective
H1721,2,proper masculine noun
H1722,23,masculine noun
H1723,0,proper noun
H1724,1,verb
H1725,1,verb
H1726,2,feminine noun
H1727,1,verb
H1728,1,masculine noun
H1729,1,feminine noun
H1730,61,masculine noun
H1731,7,masculine noun
H1732,1075,proper masculine noun
H1733,3,feminine noun
H1734,5,proper masculine noun
H1735,1,proper masculine noun
H1736,7,masculine noun
H1737,1,proper masculine noun
H1738,1,verb
H1739,5,adjective
H1740,4,verb
H1741,2,masculine noun
H1742,3,adjective
H1743,1,verb
H1744,2,feminine noun
H1745,2,feminine noun
H1746,4,proper locative noun, proper masculine noun
H1747,4,feminine noun
H1748,3,adverb, masculine noun
H1749,4,masculine noun
H1750,1,verb
H1751,0,verb
H1752,1,verb
H1753,7,verb
H1754,3,masculine noun
H1755,167,masculine noun
H1756,7,proper locative noun
H1757,1,proper locative noun
H1758,14,verb
H1759,1,verb
H1760,11,verb
H1761,1,collective feminine noun
H1762,2,masculine noun
H1763,6,verb
H1764,1,masculine noun
H1765,4,verb
H1766,2,verb
H1767,40,preposition, substantive
H1768,346,conjunction, relative pronoun
H1769,11,proper locative noun
H1770,1,verb
H1771,2,masculine noun
H1772,2,feminine noun
H1773,1,masculine noun
H1774,1,proper locative noun
H1775,2,proper locative noun
H1776,1,proper locative noun
H1777,24,verb
H1778,1,verb
H1779,20,masculine noun
H1780,5,masculine noun
H1781,2,masculine noun
H1782,1,masculine noun
H1783,8,proper feminine noun
H1784,1,proper masculine noun
H1785,6,masculine noun
H1786,1,masculine noun
H1787,7,proper masculine noun
H1788,1,masculine noun
H1789,5,proper masculine noun
H1790,4,adjective
H1791,13,demonstrative pronoun
H1792,18,verb
H1793,3,adjective, masculine noun
H1794,5,verb
H1795,1,feminine noun
H1796,1,masculine noun
H1797,3,demonstrative pronoun
H1798,3,masculine noun
H1799,3,masculine noun
H1800,47,adjective
H1801,5,verb
H1802,5,verb
H1803,8,collective feminine noun
H1804,3,verb
H1805,2,masculine noun
H1806,7,proper masculine noun
H1807,6,proper feminine noun
H1808,8,feminine noun
H1809,9,verb
H1810,1,proper locative noun
H1811,3,verb
H1812,2,masculine noun
H1813,1,proper masculine noun
H1814,9,verb
H1815,1,verb
H1816,1,feminine noun
H1817,88,feminine noun
